Line#,Date,"Water Content (RXW-GP4A 21474793:22221785-3), m^3/m^3, Soap","Water Content (RXW-GP4A 21474793:22221785-4), m^3/m^3, Soap","Temperature (RXW-GP4A 21474793:22221785-9), *C, Soap","Temperature (RXW-GP4A 21474793:22221785-10), *C, Soap","Temperature (RXW-GP4A 21474793:22221785-5), *C, Soap","Water Content (RXW-GP4A 21474793:22221785-2), m^3/m^3, Soap","Water Content (RXW-GP4A 21474793:22221785-1), m^3/m^3, Soap","Temperature (RXW-GP4A 21474793:22221785-8), *C, Soap","Temperature (RXW-GP4A 21474793:22221785-6), *C, Soap","Temperature (RXW-GP4A 21474793:22221785-7), *C, Soap","Water Content (RXW-GP4A 21474793:22125551-4), m^3/m^3, Soap","Water Content (RXW-GP4A 21474793:22125551-3), m^3/m^3, Soap","Temperature (RXW-GP4A 21474793:22094718-10), *C, Soap","Temperature (RXW-GP4A 21474793:22094718-9), *C, Soap","Temperature (RXW-GP4A 21474793:22094718-5), *C, Soap","Water Content (RXW-GP4A 21474793:22094718-1), m^3/m^3, Soap","Temperature (RXW-GP4A 21474793:22094718-8), *C, Soap","Temperature (RXW-GP4A 21474793:22094718-6), *C, Soap","Temperature (RXW-GP4A 21474793:22125551-9), *C, Soap","Temperature (RXW-GP4A 21474793:22125551-8), *C, Soap","Temperature (RXW-GP4A 21474793:22125551-7), *C, Soap","Water Content (RXW-GP4A 21474793:22125551-1), m^3/m^3, Soap","Temperature (RXW-GP4A 21474793:22125551-5), *C, Soap","Temperature (RXW-GP4A 21474793:22125551-10), *C, Soap","Water Content (RXW-GP4A 21474793:22094718-4), m^3/m^3, Soap","Water Content (RXW-GP4A 21474793:22094718-2), m^3/m^3, Soap","Water Content (RXW-GP4A 21474793:22125551-2), m^3/m^3, Soap","Temperature (RXW-GP4A 21474793:22125551-6), *C, Soap","Temperature (RXW-GP4A 21474793:22094718-7), *C, Soap","Water Content (RXW-GP4A 21474793:22094718-3), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124508-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-11), *C, Soap","Water Content (RXW-GP4 21474793:21124508-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-10), *C, Soap","Temperature (RXW-GP4 21474793:21124508-6), *C, Soap","Water Content (RXW-GP4 21474793:21124508-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-8), *C, Soap","Water Content (RXW-GP4 21474793:21124508-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-7), *C, Soap","Temperature (RXW-GP4 21474793:21124508-5), *C, Soap","Temperature (RXW-GP4 21474793:21124508-9), *C, Soap","Water Content (RXW-GP4 21474793:21124505-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-9), *C, Soap","Water Content (RXW-GP4 21474793:21124505-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-10), *C, Soap","Temperature (RXW-GP4 21474793:21124505-5), *C, Soap","Temperature (RXW-GP4 21474793:21124505-11), *C, Soap","Temperature (RXW-GP4 21474793:21124505-6), *C, Soap","Water Content (RXW-GP4 21474793:21124505-2), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124505-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-7), *C, Soap","Temperature (RXW-GP4 21474793:21124505-8), *C, Soap"
11,01/22/25 04:25:00,0.141,0.109,5.5,6.8,0.3,0.000,0.000,3.9,1.5,2.6,0.159,0.037,6.9,6.5,5.0,0.059,5.6,6.0,8.6,7.5,6.9,0.065,6.3,9.1,0.212,0.044,0.096,7.3,5.9,0.096,0.370,7.0,0.437,6.6,3.5,0.312,5.5,0.380,4.6,3.0,6.0,0.455,6.0,0.279,6.1,3.1,6.8,3.6,0.267,0.372,4.5,5.1
12,01/22/25 04:30:00,0.141,0.109,5.6,6.8,0.1,0.000,0.000,3.9,1.5,2.6,0.159,0.038,6.9,6.4,4.9,0.059,5.6,6.0,8.6,7.5,6.9,0.065,6.3,9.1,0.212,0.044,0.096,7.1,5.9,0.096,0.370,7.0,0.437,6.6,3.5,0.312,5.5,0.380,4.5,2.8,6.0,0.455,6.0,0.278,6.3,3.1,7.0,3.6,0.267,0.372,4.3,5.1
13,01/22/25 04:35:00,0.141,0.109,5.6,6.9,0.1,0.000,0.000,3.9,1.5,2.6,0.159,0.037,6.9,6.4,4.9,0.059,5.6,6.0,8.6,7.5,6.9,0.065,6.3,9.1,0.212,0.045,0.096,7.1,5.9,0.096,0.370,7.0,0.437,6.6,3.5,0.312,5.5,0.380,4.5,3.0,6.0,0.455,6.0,0.278,6.3,3.1,7.0,3.6,0.267,0.372,4.5,5.1
14,01/22/25 04:40:00,0.141,0.109,5.5,6.8,0.1,0.000,0.000,3.9,1.5,2.6,0.159,0.037,6.9,6.4,4.8,0.059,5.6,5.9,8.6,7.6,6.9,0.065,6.1,9.1,0.212,0.044,0.096,7.1,5.9,0.096,0.370,7.0,0.437,6.6,3.5,0.312,5.3,0.380,4.5,3.0,6.0,0.455,6.0,0.279,6.3,3.1,7.0,3.7,0.267,0.372,4.5,5.1
15,01/22/25 04:45:00,0.141,0.109,5.5,6.8,0.1,0.000,0.000,3.9,1.5,2.6,0.159,0.037,6.9,6.5,4.8,0.059,5.6,5.9,8.6,7.6,7.0,0.065,6.1,9.1,0.213,0.044,0.096,7.1,5.9,0.096,0.370,7.0,0.437,6.6,3.3,0.312,5.5,0.380,4.5,2.8,6.0,0.455,6.0,0.279,6.1,3.1,7.0,3.7,0.267,0.372,4.5,5.1
16,01/22/25 04:50:00,0.141,0.109,5.6,6.9,0.1,0.000,0.000,3.9,1.5,2.6,0.159,0.037,6.9,6.5,4.6,0.059,5.6,5.9,8.6,7.6,7.0,0.065,6.1,9.1,0.212,0.045,0.096,7.1,5.9,0.096,0.370,7.0,0.437,6.6,3.5,0.312,5.5,0.380,4.5,3.0,6.0,0.455,6.0,0.278,6.3,3.1,7.0,3.6,0.267,0.372,4.5,5.1
17,01/22/25 04:55:00,0.141,0.109,5.6,6.8,0.1,0.000,0.000,3.9,1.5,2.6,0.159,0.037,6.9,6.4,4.6,0.059,5.6,5.9,8.6,7.6,6.9,0.065,6.0,9.1,0.213,0.045,0.096,7.0,5.9,0.096,0.370,7.0,0.437,6.6,3.5,0.312,5.3,0.380,4.5,2.8,6.0,0.455,6.0,0.278,6.3,3.1,7.0,3.6,0.267,0.372,4.5,5.1
18,01/22/25 05:00:00,0.141,0.109,5.5,6.8,0.1,0.000,0.000,3.9,1.5,2.6,0.159,0.037,6.9,6.4,4.5,0.059,5.6,5.8,8.6,7.6,6.9,0.065,5.9,9.1,0.213,0.045,0.096,7.0,5.9,0.096,0.370,7.0,0.437,6.6,3.3,0.312,5.3,0.380,4.5,2.8,6.0,0.455,6.0,0.279,6.3,3.1,7.0,3.7,0.267,0.372,4.5,5.1
19,01/22/25 05:05:00,0.141,0.109,5.5,6.8,0.1,0.000,0.000,3.9,1.5,2.6,0.159,0.037,6.9,6.4,4.5,0.059,5.8,5.8,8.6,7.6,6.9,0.065,5.9,9.1,0.213,0.045,0.096,7.0,5.9,0.097,0.370,7.0,0.437,6.6,3.5,0.312,5.3,0.380,4.5,3.0,6.0,0.455,6.0,0.278,6.1,3.1,7.0,3.6,0.267,0.372,4.5,5.1
20,01/22/25 05:10:00,0.141,0.109,5.6,6.8,0.3,0.000,0.000,3.9,1.5,2.6,0.158,0.037,6.9,6.4,4.5,0.059,5.8,5.8,8.6,7.6,6.9,0.065,5.9,9.1,0.213,0.045,0.096,7.0,5.9,0.096,0.370,7.0,0.437,6.6,3.5,0.312,5.5,0.380,4.5,2.8,6.0,0.455,6.0,0.279,6.3,3.1,7.0,3.6,0.267,0.372,4.5,5.1
21,01/22/25 05:15:00,0.141,0.109,5.5,6.8,0.1,0.000,0.000,3.9,1.5,2.6,0.158,0.037,6.9,6.4,4.4,0.060,5.6,5.8,8.6,7.6,6.9,0.065,5.9,9.1,0.212,0.044,0.096,6.9,5.9,0.096,0.370,7.0,0.437,6.6,3.5,0.312,5.5,0.380,4.5,2.8,6.0,0.455,6.0,0.279,6.3,3.1,7.0,3.6,0.267,0.372,4.5,5.1
22,01/22/25 05:20:00,0.141,0.109,5.5,6.8,0.1,0.000,0.000,3.9,1.5,2.6,0.158,0.037,6.9,6.5,4.4,0.060,5.6,5.6,8.6,7.6,7.0,0.065,5.8,9.1,0.213,0.044,0.096,6.9,5.9,0.096,0.370,7.0,0.437,6.6,3.5,0.312,5.5,0.380,4.5,2.8,6.0,0.455,6.0,0.278,6.1,3.1,7.0,3.6,0.267,0.372,4.5,5.1
23,01/22/25 05:25:00,0.141,0.109,5.5,6.8,0.1,0.000,0.000,3.9,1.5,2.6,0.159,0.037,6.9,6.5,4.3,0.060,5.8,5.6,8.6,7.6,6.9,0.065,5.6,9.1,0.213,0.044,0.096,6.9,5.9,0.096,0.370,7.0,0.437,6.6,3.5,0.312,5.5,0.380,4.6,2.8,6.0,0.455,6.0,0.278,6.3,3.1,7.0,3.6,0.267,0.372,4.5,5.1
24,01/22/25 05:30:00,0.141,0.110,5.5,6.8,0.1,0.000,0.000,3.9,1.5,2.6,0.158,0.037,6.9,6.4,4.3,0.060,5.8,5.6,8.6,7.6,6.9,0.065,5.6,9.1,0.213,0.045,0.096,6.9,5.9,0.096,0.370,7.0,0.437,6.6,3.5,0.312,5.3,0.380,4.5,2.8,6.0,0.455,6.0,0.278,6.3,3.0,7.0,3.7,0.267,0.372,4.5,5.1
25,01/22/25 05:35:00,0.141,0.109,5.5,6.9,0.3,0.000,0.000,3.9,1.5,2.8,0.158,0.037,6.9,6.4,4.3,0.060,5.8,5.6,8.6,7.6,7.0,0.065,5.6,9.1,0.213,0.044,0.096,6.9,5.9,0.096,0.370,7.0,0.437,6.6,3.3,0.312,5.5,0.382,4.5,2.8,6.0,0.455,6.0,0.278,6.3,3.1,7.0,3.6,0.267,0.372,4.5,5.1
26,01/22/25 05:40:00,0.141,0.109,5.6,6.8,0.1,0.000,0.000,3.9,1.5,2.6,0.159,0.037,6.9,6.4,4.1,0.060,5.8,5.6,8.6,7.6,6.9,0.065,5.5,9.1,0.213,0.045,0.096,6.9,5.9,0.096,0.370,7.0,0.437,6.6,3.5,0.312,5.3,0.380,4.5,2.8,6.0,0.455,6.0,0.278,6.1,3.0,7.0,3.7,0.267,0.372,4.5,5.1
27,01/22/25 05:45:00,0.141,0.109,5.5,6.8,0.1,0.000,0.000,3.9,1.5,2.6,0.159,0.037,6.9,6.5,4.1,0.060,5.8,5.5,8.6,7.6,7.0,0.065,5.5,9.1,0.213,0.045,0.096,6.8,5.9,0.096,0.370,7.0,0.437,6.6,3.5,0.312,5.3,0.380,4.5,2.8,6.0,0.455,6.0,0.278,6.1,3.1,7.0,3.7,0.267,0.372,4.5,5.1
28,01/22/25 05:50:00,0.141,0.109,5.6,6.8,0.1,0.000,0.000,3.9,1.5,2.6,0.159,0.037,6.9,6.4,4.0,0.060,5.8,5.5,8.6,7.6,6.9,0.065,5.5,9.1,0.213,0.044,0.096,6.8,5.9,0.096,0.370,7.0,0.437,6.6,3.5,0.312,5.5,0.380,4.5,2.8,6.0,0.455,6.0,0.278,6.3,3.1,7.0,3.7,0.267,0.372,4.5,5.1
29,01/22/25 05:55:00,0.141,0.109,5.5,6.8,0.1,0.000,0.000,3.9,1.5,2.6,0.158,0.037,6.9,6.4,4.0,0.060,5.8,5.5,8.6,7.8,6.9,0.065,5.4,9.1,0.213,0.044,0.096,6.8,5.9,0.096,0.370,7.0,0.437,6.6,3.5,0.312,5.3,0.382,4.6,2.8,6.0,0.455,6.0,0.278,6.3,3.1,7.0,3.7,0.267,0.372,4.5,5.1
30,01/22/25 06:00:00,0.141,0.109,5.5,6.8,0.1,0.000,0.000,3.9,1.5,2.6,0.158,0.037,6.9,6.4,4.0,0.060,5.8,5.4,8.6,7.6,7.0,0.065,5.4,9.1,0.213,0.044,0.096,6.8,5.9,0.096,0.370,7.0,0.437,6.6,3.5,0.312,5.5,0.380,4.5,2.8,6.0,0.455,6.0,0.278,6.3,3.0,6.8,3.7,0.267,0.372,4.5,5.1
31,01/22/25 06:05:00,0.141,0.109,5.6,6.8,0.1,0.000,0.000,3.9,1.5,2.6,0.159,0.037,6.9,6.5,3.9,0.060,5.8,5.4,8.6,7.6,6.9,0.064,5.3,9.1,0.213,0.044,0.095,6.6,5.9,0.096,0.370,7.1,0.437,6.6,3.5,0.312,5.5,0.380,4.5,2.8,6.0,0.455,6.0,0.278,6.3,3.0,7.0,3.6,0.267,0.372,4.5,5.1
32,01/22/25 06:10:00,0.141,0.109,5.5,6.8,0.1,0.000,0.000,3.9,1.5,2.6,0.158,0.037,6.9,6.5,3.9,0.060,5.8,5.4,8.6,7.8,6.9,0.065,5.3,9.1,0.212,0.044,0.096,6.6,5.8,0.096,0.370,7.0,0.437,6.6,3.3,0.312,5.3,0.380,4.5,2.8,6.0,0.455,6.0,0.278,6.1,3.0,7.0,3.7,0.267,0.372,4.5,5.1
33,01/22/25 06:15:00,0.141,0.109,5.5,6.8,0.1,0.000,0.000,3.9,1.5,2.6,0.159,0.037,6.9,6.4,3.9,0.060,5.8,5.3,8.6,7.6,7.0,0.065,5.3,9.1,0.213,0.044,0.096,6.6,5.9,0.096,0.370,7.0,0.437,6.6,3.5,0.312,5.5,0.380,4.5,2.8,6.0,0.455,6.0,0.278,6.3,3.0,7.0,3.7,0.267,0.372,4.5,5.1
34,01/22/25 06:20:00,0.141,0.109,5.5,6.8,0.1,0.000,0.000,3.9,1.5,2.6,0.158,0.037,6.9,6.5,3.8,0.060,5.8,5.3,8.6,7.8,6.9,0.065,5.1,9.1,0.213,0.044,0.095,6.6,5.8,0.096,0.370,7.0,0.437,6.6,3.3,0.312,5.3,0.380,4.5,2.8,6.0,0.455,6.0,0.278,6.3,3.0,7.0,3.6,0.267,0.372,4.5,5.1
35,01/22/25 06:25:00,0.141,0.109,5.6,6.8,0.1,0.000,0.000,3.9,1.5,2.6,0.158,0.037,6.9,6.4,3.8,0.060,5.8,5.3,8.6,7.8,7.0,0.064,5.1,9.1,0.213,0.044,0.096,6.6,5.8,0.097,0.370,7.0,0.437,6.6,3.5,0.312,5.5,0.380,4.6,2.8,6.0,0.455,6.0,0.278,6.1,3.0,6.8,3.7,0.267,0.372,4.5,5.1
36,01/22/25 06:30:00,0.141,0.109,5.5,6.8,0.1,0.000,0.000,3.9,1.5,2.6,0.159,0.037,6.9,6.4,3.8,0.060,5.8,5.3,8.6,7.8,6.9,0.064,5.1,9.1,0.212,0.044,0.095,6.5,5.8,0.096,0.370,7.0,0.437,6.6,3.5,0.312,5.3,0.382,4.5,2.8,6.0,0.455,6.0,0.278,6.1,3.0,7.0,3.7,0.267,0.372,4.5,5.1
37,01/22/25 06:35:00,0.141,0.109,5.5,6.8,0.1,0.000,0.000,3.9,1.5,2.6,0.159,0.037,6.9,6.5,3.6,0.060,5.8,5.1,8.6,7.8,6.9,0.064,5.1,9.1,0.213,0.044,0.096,6.5,5.8,0.096,0.370,7.0,0.437,6.6,3.5,0.312,5.5,0.380,4.5,2.8,6.0,0.455,6.0,0.278,6.3,3.0,7.0,3.7,0.267,0.372,4.5,5.1
38,01/22/25 06:40:00,0.141,0.109,5.5,6.8,0.1,0.000,0.000,3.9,1.5,2.6,0.158,0.037,6.9,6.5,3.5,0.060,5.8,5.1,8.6,7.8,6.9,0.065,5.0,9.1,0.212,0.044,0.096,6.5,5.8,0.096,0.370,7.0,0.437,6.6,3.5,0.312,5.5,0.380,4.6,2.8,6.0,0.455,6.0,0.278,6.3,3.0,7.0,3.6,0.267,0.372,4.5,5.1
39,01/22/25 06:45:00,0.141,0.110,5.5,6.8,0.1,0.000,0.000,3.9,1.5,2.6,0.159,0.037,6.9,6.5,3.5,0.060,5.9,5.1,8.6,7.8,6.9,0.064,5.0,9.1,0.213,0.044,0.095,6.5,5.8,0.096,0.370,7.0,0.437,6.6,3.5,0.312,5.3,0.380,4.6,2.8,6.0,0.455,6.0,0.278,6.3,3.0,6.8,3.7,0.267,0.372,4.5,5.1
40,01/22/25 06:50:00,0.141,0.109,5.5,6.8,0.1,0.000,0.000,3.9,1.5,2.6,0.158,0.037,6.9,6.5,3.5,0.060,5.9,5.1,8.6,7.8,6.9,0.064,4.9,9.1,0.213,0.044,0.095,6.5,5.8,0.096,0.370,7.0,0.437,6.6,3.5,0.312,5.5,0.380,4.6,2.8,6.0,0.455,6.0,0.278,6.1,3.0,7.0,3.7,0.267,0.372,4.5,5.1
41,01/22/25 06:55:00,0.141,0.109,5.5,6.9,0.1,0.000,0.000,3.9,1.5,2.6,0.158,0.037,6.9,6.5,3.4,0.060,5.9,5.1,8.6,7.8,6.9,0.064,4.9,9.1,0.213,0.044,0.095,6.4,5.8,0.096,0.370,7.0,0.437,6.6,3.5,0.312,5.5,0.380,4.6,2.7,6.0,0.455,6.0,0.278,6.3,3.0,7.0,3.7,0.267,0.372,4.5,5.1
42,01/22/25 07:00:00,0.141,0.109,5.5,6.8,0.1,0.000,0.000,3.9,1.5,2.6,0.158,0.037,6.9,6.4,3.4,0.061,5.8,5.0,8.6,7.8,6.9,0.064,4.9,9.1,0.213,0.044,0.095,6.4,5.8,0.096,0.370,7.0,0.437,6.6,3.5,0.312,5.5,0.380,4.5,2.8,6.0,0.455,6.0,0.278,6.3,3.0,7.0,3.6,0.267,0.372,4.5,5.1
43,01/22/25 07:05:00,0.141,0.109,5.5,6.9,0.1,0.000,0.000,3.9,1.5,2.6,0.158,0.037,6.9,6.5,3.4,0.061,5.8,5.0,8.6,7.8,6.9,0.064,4.9,9.1,0.212,0.044,0.095,6.4,5.8,0.096,0.370,7.0,0.437,6.6,3.3,0.312,5.5,0.380,4.6,2.8,6.0,0.455,6.0,0.278,6.3,3.0,7.0,3.6,0.267,0.372,4.5,5.1
44,01/22/25 07:10:00,0.141,0.109,5.5,6.8,0.1,0.000,0.000,3.9,1.5,2.6,0.158,0.037,6.9,6.5,3.3,0.060,5.9,5.0,8.6,7.8,6.9,0.064,4.8,9.1,0.213,0.044,0.095,6.4,5.8,0.096,0.370,7.0,0.437,6.6,3.3,0.312,5.5,0.380,4.5,2.7,6.0,0.455,6.0,0.278,6.3,3.0,6.8,3.7,0.267,0.372,4.5,5.1
45,01/22/25 07:15:00,0.141,0.109,5.5,6.8,0.1,0.000,0.000,3.9,1.5,2.6,0.158,0.037,6.9,6.4,3.3,0.060,5.8,5.0,8.6,7.8,6.9,0.064,4.8,9.1,0.213,0.044,0.095,6.3,5.8,0.096,0.370,7.0,0.437,6.6,3.3,0.312,5.5,0.380,4.5,2.7,6.0,0.455,6.0,0.278,6.1,3.0,6.8,3.7,0.267,0.372,4.5,5.1
46,01/22/25 07:20:00,0.141,0.109,5.5,6.8,0.1,0.000,0.000,3.9,1.5,2.6,0.158,0.036,6.9,6.5,3.3,0.061,5.8,4.9,8.6,7.8,6.9,0.064,4.8,9.1,0.213,0.044,0.095,6.3,5.8,0.096,0.370,7.0,0.437,6.6,3.3,0.312,5.5,0.380,4.5,2.7,6.0,0.455,6.0,0.278,6.3,3.0,6.8,3.7,0.267,0.372,4.5,5.1
47,01/22/25 07:25:00,0.141,0.109,5.5,6.8,0.1,0.000,0.000,3.9,1.5,2.6,0.158,0.036,6.9,6.5,3.1,0.061,5.8,4.9,8.6,7.8,6.9,0.064,4.6,9.1,0.213,0.044,0.095,6.3,5.8,0.096,0.370,7.0,0.437,6.6,3.3,0.312,5.5,0.380,4.6,2.7,6.0,0.455,6.0,0.278,6.3,2.8,7.0,3.7,0.267,0.372,4.6,5.1
