Line#,Date,"Water Content (RXW-SMD 21474793:21154590-1), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124508-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-11), *C, Soap","Water Content (RXW-GP4 21474793:21124508-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-10), *C, Soap","Temperature (RXW-GP4 21474793:21124508-6), *C, Soap","Water Content (RXW-GP4 21474793:21124508-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-8), *C, Soap","Water Content (RXW-GP4 21474793:21124508-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-7), *C, Soap","Temperature (RXW-GP4 21474793:21124508-5), *C, Soap","Temperature (RXW-GP4 21474793:21124508-9), *C, Soap","Water Content (RXW-GP4 21474793:21483427-3), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21483427-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21483427-8), *C, Soap","Temperature (RXW-GP4 21474793:21483427-10), *C, Soap","Temperature (RXW-GP4 21474793:21483427-6), *C, Soap","Temperature (RXW-GP4 21474793:21483427-9), *C, Soap","Temperature (RXW-GP4 21474793:21483427-7), *C, Soap","Water Content (RXW-GP4 21474793:21483427-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21483427-11), *C, Soap","Water Content (RXW-GP4 21474793:21483427-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21483427-5), *C, Soap","Water Content (RXW-GP4 21474793:21124505-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-9), *C, Soap","Water Content (RXW-GP4 21474793:21124505-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-10), *C, Soap","Temperature (RXW-GP4 21474793:21124505-5), *C, Soap","Temperature (RXW-GP4 21474793:21124505-11), *C, Soap","Temperature (RXW-GP4 21474793:21124505-6), *C, Soap","Water Content (RXW-GP4 21474793:21124505-2), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124505-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-7), *C, Soap","Temperature (RXW-GP4 21474793:21124505-8), *C, Soap","Temperature (RXW-GP4 21474793:21124502-6), *C, Soap","Temperature (RXW-GP4 21474793:21124502-10), *C, Soap","Temperature (RXW-GP4 21474793:21124502-9), *C, Soap","Water Content (RXW-GP4 21474793:21124502-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-7), *C, Soap","Water Content (RXW-GP4 21474793:21124502-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-11), *C, Soap","Water Content (RXW-GP4 21474793:21124502-4), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124502-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-5), *C, Soap","Temperature (RXW-GP4 21474793:21124502-8), *C, Soap","Temperature (RXW-GP4 21474793:21124506-8), *C, Soap","Temperature (RXW-GP4 21474793:21124506-6), *C, Soap","Water Content (RXW-GP4 21474793:21124506-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124506-9), *C, Soap","Temperature (RXW-GP4 21474793:21124506-5), *C, Soap","Water Content (RXW-GP4 21474793:21124506-1), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124506-2), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124506-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124506-7), *C, Soap","Temperature (RXW-GP4 21474793:21124506-10), *C, Soap","Temperature (RXW-GP4 21474793:21124506-11), *C, Soap"
226,02/04/23 23:50:00,,0.346,6.8,0.419,6.5,6.0,0.223,5.8,0.365,5.5,8.8,6.1,0.175,0.083,5.5,6.5,7.0,6.5,6.0,0.335,7.0,0.051,10.0,0.365,5.8,0.145,6.0,7.7,6.5,5.0,0.153,0.243,4.7,5.2,4.5,5.0,4.3,0.148,3.2,0.051,5.5,0.222,0.080,7.3,3.8,5.6,7.0,0.380,5.5,10.5,0.168,0.266,0.320,5.2,6.0,6.1
227,02/04/23 23:55:00,,0.346,6.8,0.417,6.5,6.1,0.223,5.8,0.365,5.5,8.8,6.0,0.176,0.083,5.5,6.5,7.0,6.5,6.0,0.335,7.0,0.051,10.0,0.365,5.8,0.145,6.0,7.7,6.5,5.0,0.153,0.243,4.7,5.2,4.6,5.0,4.3,0.148,3.2,0.051,5.5,0.222,0.080,7.3,4.0,5.6,7.0,0.380,5.5,10.5,0.168,0.266,0.320,5.3,6.0,6.1
228,02/05/23 00:00:00,,0.346,6.8,0.417,6.5,6.1,0.223,5.8,0.365,5.5,8.7,6.0,0.175,0.083,5.5,6.5,7.0,6.5,6.0,0.335,7.0,0.051,10.0,0.365,5.8,0.145,6.0,7.7,6.5,5.1,0.153,0.243,4.7,5.2,4.6,5.0,4.3,0.148,3.2,0.051,5.5,0.222,0.080,7.3,3.8,5.6,7.0,0.380,5.5,10.3,0.168,0.266,0.320,5.3,6.0,6.1
229,02/05/23 00:05:00,,0.346,6.8,0.419,6.5,6.1,0.223,5.8,0.365,5.5,8.7,6.1,0.175,0.083,5.5,6.6,7.0,6.5,6.0,0.335,7.0,0.051,10.0,0.365,5.8,0.145,6.0,7.7,6.5,5.1,0.153,0.243,4.7,5.2,4.6,5.0,4.3,0.148,3.3,0.051,5.5,0.222,0.080,7.2,3.8,5.6,7.1,0.380,5.5,10.5,0.168,0.266,0.320,5.3,6.0,6.3
230,02/05/23 00:10:00,,0.346,6.6,0.419,6.5,6.2,0.223,5.8,0.365,5.5,8.7,6.1,0.175,0.083,5.5,6.5,7.0,6.5,6.5,0.335,7.0,0.051,10.0,0.365,5.8,0.145,6.0,7.7,6.5,5.1,0.153,0.243,4.8,5.2,4.6,5.0,4.3,0.148,3.3,0.051,5.5,0.222,0.080,7.2,3.8,5.6,7.1,0.380,5.5,10.3,0.168,0.266,0.320,5.3,6.0,6.1
231,02/05/23 00:15:00,,0.346,6.8,0.417,6.5,6.2,0.223,6.0,0.365,5.5,8.7,6.0,0.176,0.083,5.5,6.6,7.0,6.5,6.0,0.335,7.0,0.051,10.0,0.365,5.8,0.145,6.0,7.7,6.5,5.1,0.153,0.243,4.7,5.2,4.7,5.0,4.3,0.148,3.3,0.051,5.5,0.222,0.080,7.2,3.8,5.6,7.1,0.380,5.5,10.3,0.168,0.266,0.320,5.5,6.0,6.1
232,02/05/23 00:20:00,,0.347,6.8,0.417,6.5,6.2,0.223,6.0,0.365,5.5,8.7,6.0,0.175,0.083,5.5,6.5,7.0,6.5,6.0,0.335,7.0,0.051,10.0,0.365,6.0,0.145,6.0,7.8,6.5,5.2,0.153,0.243,4.8,5.2,4.7,5.0,4.3,0.148,3.3,0.052,5.5,0.223,0.080,7.2,3.8,5.6,7.2,0.380,5.5,10.3,0.168,0.266,0.320,5.5,6.0,6.1
233,02/05/23 00:25:00,,0.347,6.8,0.419,6.5,6.2,0.223,5.8,0.365,5.5,8.7,6.0,0.175,0.083,5.5,6.6,7.0,6.5,6.5,0.335,7.0,0.051,10.0,0.365,5.8,0.145,6.0,7.8,6.5,5.2,0.153,0.243,4.8,5.2,4.7,5.0,4.3,0.148,3.3,0.052,5.5,0.223,0.080,7.2,4.0,5.6,7.2,0.380,5.5,10.3,0.168,0.266,0.320,5.5,6.0,6.1
234,02/05/23 00:30:00,,0.347,6.8,0.417,6.5,6.2,0.223,5.8,0.365,5.5,8.7,6.0,0.175,0.083,5.5,6.5,7.0,6.5,6.5,0.335,7.0,0.051,10.0,0.365,5.8,0.145,6.0,7.8,6.5,5.3,0.153,0.243,4.8,5.1,4.7,5.0,4.3,0.148,3.2,0.052,5.3,0.223,0.080,7.2,3.8,5.6,7.2,0.380,5.5,10.2,0.168,0.266,0.320,5.5,6.0,6.1
235,02/05/23 00:35:00,,0.347,6.8,0.419,6.5,6.3,0.223,6.0,0.365,5.6,8.6,6.0,0.175,0.083,5.5,6.5,7.0,6.5,6.5,0.335,7.0,0.051,10.0,0.365,5.8,0.145,6.0,7.8,6.5,5.2,0.153,0.243,4.8,5.2,4.8,5.0,4.3,0.148,3.3,0.052,5.5,0.222,0.080,7.2,3.8,5.6,7.2,0.380,5.5,10.1,0.168,0.266,0.320,5.5,6.0,6.1
236,02/05/23 00:40:00,,0.347,6.8,0.419,6.6,6.3,0.223,6.0,0.365,5.6,8.6,6.0,0.176,0.083,5.5,6.5,7.0,6.5,6.5,0.335,7.0,0.051,10.0,0.365,6.0,0.145,6.0,7.8,6.5,5.3,0.153,0.243,4.8,5.2,4.8,5.0,4.3,0.148,3.3,0.052,5.3,0.223,0.080,7.1,3.8,5.6,7.3,0.380,5.5,10.1,0.168,0.266,0.320,5.5,6.0,6.1
237,02/05/23 00:45:00,,0.347,6.8,0.417,6.5,6.3,0.223,6.0,0.365,5.6,8.6,6.1,0.175,0.083,5.5,6.5,7.0,6.5,6.5,0.335,7.0,0.051,9.5,0.365,5.8,0.145,6.0,7.8,6.5,5.3,0.153,0.243,4.8,5.2,4.8,5.0,4.3,0.148,3.3,0.052,5.5,0.223,0.080,7.1,3.8,5.6,7.3,0.380,5.5,10.1,0.168,0.266,0.318,5.6,6.0,6.1
238,02/05/23 00:50:00,,0.347,6.6,0.419,6.6,6.3,0.223,5.8,0.365,5.6,8.6,6.0,0.176,0.083,5.5,6.5,7.0,6.5,6.5,0.335,7.0,0.051,10.0,0.365,6.0,0.145,6.0,7.8,6.5,5.3,0.153,0.243,4.8,5.2,5.0,5.0,4.1,0.148,3.3,0.052,5.5,0.223,0.080,7.1,3.8,5.6,7.3,0.380,5.5,10.0,0.168,0.266,0.318,5.6,6.0,6.1
239,02/05/23 00:55:00,,0.347,6.8,0.417,6.6,6.5,0.223,5.8,0.365,5.6,8.5,6.0,0.176,0.083,5.5,6.5,7.5,6.5,6.5,0.335,7.0,0.051,9.5,0.365,5.8,0.145,6.0,7.8,6.5,5.5,0.153,0.243,4.8,5.2,5.0,5.0,4.3,0.148,3.3,0.052,5.5,0.223,0.080,7.1,3.8,5.6,7.3,0.380,5.5,9.8,0.168,0.266,0.320,5.6,6.0,6.1
240,02/05/23 01:00:00,,0.347,6.8,0.417,6.5,6.3,0.223,5.8,0.365,5.6,8.5,6.1,0.175,0.083,5.5,6.5,7.5,6.5,6.5,0.335,7.0,0.051,9.5,0.365,5.8,0.145,6.0,7.8,6.5,5.5,0.153,0.243,4.8,5.2,5.0,5.0,4.3,0.148,3.3,0.052,5.5,0.223,0.080,7.0,3.8,5.6,7.3,0.380,5.5,9.8,0.168,0.266,0.318,5.6,6.0,6.3
241,02/05/23 01:05:00,,0.347,6.8,0.417,6.6,6.5,0.223,6.0,0.365,5.6,8.5,6.1,0.175,0.083,6.0,6.5,7.5,6.5,6.5,0.335,7.0,0.051,9.5,0.365,5.8,0.145,6.0,7.7,6.5,5.5,0.153,0.243,4.8,5.2,5.0,5.0,4.3,0.148,3.3,0.052,5.5,0.222,0.080,7.0,3.8,5.6,7.5,0.380,5.5,9.8,0.168,0.266,0.320,5.6,6.0,6.1
242,02/05/23 01:10:00,,0.347,6.6,0.419,6.5,6.5,0.223,6.0,0.365,5.6,8.3,6.1,0.176,0.083,6.0,6.5,7.5,6.5,6.5,0.335,7.0,0.051,9.5,0.365,5.8,0.145,6.0,7.7,6.5,5.5,0.153,0.243,4.8,5.2,5.0,5.0,4.3,0.148,3.5,0.052,5.5,0.223,0.080,6.8,3.8,5.6,7.3,0.380,5.5,9.7,0.168,0.266,0.318,5.6,6.0,6.1
243,02/05/23 01:15:00,,0.347,6.8,0.419,6.5,6.5,0.223,5.8,0.365,5.7,8.3,6.1,0.175,0.083,6.0,6.5,7.5,6.5,6.5,0.335,7.0,0.051,9.5,0.365,6.0,0.145,6.0,7.6,6.5,5.6,0.153,0.243,5.0,5.2,5.0,5.0,4.3,0.148,3.5,0.052,5.5,0.223,0.080,6.8,3.8,5.6,7.5,0.380,5.5,9.7,0.168,0.266,0.320,5.6,6.0,6.1
244,02/05/23 01:20:00,,0.347,6.8,0.417,6.5,6.6,0.224,6.0,0.365,5.7,8.3,6.1,0.175,0.083,6.0,6.5,7.5,6.5,6.5,0.335,7.0,0.051,9.5,0.365,5.8,0.145,6.0,7.6,6.5,5.6,0.153,0.243,4.8,5.2,5.1,5.0,4.3,0.148,3.5,0.052,5.5,0.223,0.080,6.8,3.8,5.6,7.5,0.380,5.5,9.6,0.168,0.266,0.318,5.7,6.0,6.1
245,02/05/23 01:25:00,,0.347,6.8,0.417,6.5,6.6,0.224,6.0,0.365,5.7,8.2,6.1,0.176,0.083,6.0,6.5,7.5,6.5,6.5,0.335,7.0,0.051,9.5,0.365,5.8,0.145,6.0,7.6,6.5,5.6,0.153,0.243,4.8,5.2,5.1,5.0,4.3,0.148,3.3,0.052,5.5,0.223,0.080,6.8,3.8,5.7,7.5,0.380,5.5,9.5,0.168,0.266,0.320,5.7,6.0,6.1
246,02/05/23 01:30:00,,0.347,6.8,0.417,6.5,6.6,0.224,6.0,0.365,5.7,8.2,6.0,0.176,0.083,6.0,6.5,7.5,6.5,6.5,0.335,7.0,0.051,9.5,0.365,5.8,0.145,6.0,7.6,6.5,5.6,0.153,0.243,4.8,5.2,5.1,5.0,4.3,0.148,3.3,0.052,5.5,0.223,0.080,6.7,3.8,5.7,7.5,0.380,5.5,9.3,0.168,0.266,0.320,5.7,6.0,6.1
247,02/05/23 01:35:00,,0.347,6.6,0.417,6.5,6.6,0.224,5.8,0.365,5.7,8.2,6.0,0.175,0.083,6.0,6.5,7.5,6.3,6.5,0.335,7.0,0.051,9.0,0.365,6.0,0.145,6.0,7.5,6.5,5.6,0.153,0.243,5.0,5.2,5.1,5.0,4.3,0.148,3.5,0.052,5.5,0.223,0.080,6.7,3.8,5.7,7.5,0.380,5.5,9.2,0.168,0.266,0.320,5.7,6.0,6.1
248,02/05/23 01:40:00,,0.347,6.6,0.417,6.5,6.6,0.224,6.0,0.365,5.7,8.1,6.1,0.176,0.083,6.0,6.5,7.5,6.5,6.5,0.335,7.0,0.051,9.0,0.365,5.8,0.145,6.0,7.5,6.5,5.7,0.153,0.243,5.0,5.2,5.1,5.0,4.3,0.148,3.5,0.052,5.5,0.223,0.080,6.6,3.8,5.6,7.5,0.380,5.5,9.2,0.168,0.266,0.320,5.7,6.0,6.1
249,02/05/23 01:45:00,,0.347,6.8,0.419,6.5,6.6,0.224,6.0,0.365,5.8,8.1,6.0,0.176,0.083,6.0,6.5,7.5,6.5,6.5,0.335,7.0,0.051,9.0,0.365,5.8,0.145,6.0,7.5,6.5,5.7,0.153,0.243,5.0,5.2,5.1,5.0,4.3,0.148,3.5,0.052,5.5,0.223,0.080,6.6,3.8,5.6,7.5,0.380,5.5,9.1,0.168,0.266,0.322,5.8,6.0,6.1
250,02/05/23 01:50:00,,0.347,6.8,0.417,6.5,6.6,0.224,6.0,0.365,5.7,8.1,6.1,0.176,0.083,6.0,6.5,7.5,6.5,6.5,0.335,7.0,0.051,9.0,0.365,5.8,0.145,6.0,7.3,6.5,5.7,0.153,0.243,5.0,5.2,5.1,5.0,4.3,0.148,3.5,0.052,5.5,0.223,0.080,6.6,3.8,5.7,7.5,0.380,5.5,9.0,0.168,0.266,0.320,5.8,6.0,6.1
251,02/05/23 01:55:00,,0.347,6.8,0.417,6.5,6.6,0.224,6.0,0.365,5.8,8.0,6.0,0.176,0.083,6.0,6.5,7.5,6.5,6.5,0.335,7.0,0.051,9.0,0.365,5.8,0.145,6.0,7.3,6.5,5.7,0.153,0.243,5.0,5.2,5.1,5.0,4.3,0.148,3.5,0.052,5.5,0.223,0.080,6.5,4.0,5.7,7.5,0.380,5.5,8.8,0.168,0.266,0.318,5.8,6.0,6.1
252,02/05/23 02:00:00,,0.347,6.8,0.417,6.5,6.6,0.224,6.0,0.365,5.8,7.8,6.0,0.176,0.083,6.0,6.5,7.5,6.5,6.5,0.335,7.0,0.051,9.0,0.365,6.0,0.145,6.0,7.2,6.5,5.7,0.153,0.245,5.0,5.2,5.1,5.0,4.3,0.148,3.6,0.052,5.5,0.223,0.080,6.5,4.0,5.7,7.6,0.380,5.5,8.8,0.168,0.266,0.320,5.8,6.0,6.1
253,02/05/23 02:05:00,,0.347,6.6,0.417,6.6,6.6,0.224,6.0,0.365,5.8,7.8,6.0,0.176,0.083,6.0,6.5,7.5,6.5,6.5,0.335,7.0,0.051,9.0,0.365,5.8,0.145,6.0,7.2,6.5,5.7,0.153,0.243,5.0,5.2,5.2,5.0,4.3,0.148,3.5,0.052,5.5,0.223,0.080,6.3,3.8,5.7,7.5,0.380,5.5,8.7,0.168,0.266,0.318,5.8,6.0,6.1
254,02/05/23 02:10:00,,0.347,6.8,0.417,6.5,6.6,0.224,6.0,0.365,5.8,7.8,6.0,0.175,0.083,6.0,6.5,7.5,6.5,6.5,0.335,7.0,0.051,8.5,0.365,5.8,0.145,6.0,7.1,6.5,5.8,0.153,0.243,5.0,5.2,5.1,5.0,4.3,0.148,3.5,0.052,5.5,0.223,0.080,6.3,3.8,5.7,7.5,0.380,5.5,8.6,0.168,0.266,0.320,5.8,6.0,6.1
255,02/05/23 02:15:00,,0.347,6.8,0.417,6.5,6.6,0.224,6.0,0.365,5.8,7.7,6.0,0.176,0.083,6.0,6.6,7.5,6.5,6.5,0.335,7.0,0.051,8.5,0.365,5.8,0.145,6.0,7.1,6.5,5.7,0.153,0.243,5.1,5.2,5.1,5.0,4.3,0.148,3.6,0.052,5.5,0.223,0.080,6.3,4.0,5.7,7.5,0.380,5.5,8.5,0.168,0.266,0.320,6.0,6.0,6.1
256,02/05/23 02:20:00,,0.347,6.8,0.417,6.5,6.6,0.224,6.0,0.365,5.8,7.7,6.0,0.176,0.083,6.0,6.5,7.5,6.5,6.5,0.335,7.0,0.051,8.0,0.365,5.8,0.145,6.0,7.0,6.5,5.8,0.153,0.243,5.1,5.2,5.1,5.0,4.3,0.148,3.6,0.052,5.5,0.223,0.080,6.2,4.0,5.7,7.5,0.380,5.5,8.5,0.168,0.266,0.320,6.0,6.0,6.1
257,02/05/23 02:25:00,,0.347,6.8,0.417,6.5,6.6,0.224,6.0,0.365,5.8,7.6,6.1,0.176,0.083,6.0,6.5,7.5,6.5,6.5,0.335,7.0,0.051,8.0,0.365,5.8,0.145,6.0,7.0,6.5,5.7,0.153,0.243,5.1,5.2,5.1,5.0,4.3,0.148,3.5,0.052,5.5,0.223,0.080,6.2,4.0,5.7,7.5,0.380,5.5,8.3,0.168,0.266,0.320,6.0,6.0,6.1
258,02/05/23 02:30:00,,0.347,6.8,0.419,6.5,6.6,0.224,6.0,0.365,5.8,7.6,6.1,0.176,0.083,6.0,6.5,7.5,6.5,7.0,0.335,7.0,0.051,8.0,0.365,5.8,0.145,6.0,6.8,6.5,5.8,0.153,0.243,5.1,5.2,5.1,5.0,4.1,0.148,3.6,0.052,5.5,0.223,0.080,6.1,3.8,5.7,7.5,0.380,5.5,8.2,0.168,0.266,0.320,6.0,6.0,6.1
259,02/05/23 02:35:00,,0.347,6.8,0.419,6.5,6.6,0.224,6.0,0.365,5.8,7.6,6.1,0.176,0.083,6.0,6.5,7.5,6.5,6.5,0.335,7.0,0.051,8.0,0.365,5.8,0.145,6.0,6.8,6.5,5.8,0.153,0.243,5.1,5.2,5.2,5.0,4.1,0.148,3.6,0.052,5.5,0.223,0.081,6.1,4.0,5.7,7.5,0.380,5.5,8.1,0.168,0.266,0.320,6.0,6.0,6.1
260,02/05/23 02:40:00,,0.347,6.6,0.419,6.5,6.6,0.224,6.0,0.365,5.8,7.5,6.1,0.176,0.083,6.0,6.5,7.5,6.5,6.5,0.335,7.0,0.051,8.0,0.365,5.8,0.145,6.0,6.8,6.5,5.8,0.153,0.245,5.1,5.2,5.2,5.0,4.3,0.148,3.6,0.052,5.5,0.223,0.081,6.0,3.8,5.7,7.5,0.380,5.5,8.1,0.168,0.266,0.322,6.1,6.0,6.1
261,02/05/23 02:45:00,,0.347,6.6,0.417,6.5,6.6,0.224,6.1,0.365,6.0,7.5,6.0,0.176,0.083,6.0,6.5,7.5,6.5,7.0,0.335,7.0,0.051,8.5,0.365,5.8,0.145,6.0,6.7,6.5,5.8,0.153,0.243,5.1,5.2,5.2,5.0,4.3,0.148,3.6,0.052,5.5,0.223,0.081,6.0,4.0,5.7,7.5,0.380,5.5,8.0,0.168,0.266,0.318,6.0,6.0,6.1
262,02/05/23 02:50:00,,0.347,6.8,0.417,6.5,6.7,0.224,6.0,0.365,5.8,7.5,6.0,0.176,0.083,6.0,6.5,7.5,6.5,7.0,0.335,7.0,0.051,8.0,0.365,5.8,0.145,6.0,6.7,6.5,5.8,0.153,0.243,5.1,5.2,5.1,5.0,4.3,0.148,3.6,0.052,5.5,0.223,0.081,6.0,4.0,5.7,7.5,0.380,5.5,8.0,0.168,0.266,0.320,6.1,6.0,6.1
263,02/05/23 02:55:00,,0.347,6.8,0.419,6.5,6.6,0.224,6.0,0.365,6.0,7.3,6.1,0.176,0.083,6.0,6.5,7.5,6.5,7.0,0.335,7.0,0.051,7.5,0.365,5.8,0.145,6.0,6.6,6.5,5.8,0.153,0.243,5.1,5.2,5.1,5.0,4.3,0.148,3.6,0.052,5.5,0.223,0.081,5.8,4.0,5.8,7.3,0.380,5.6,7.8,0.168,0.266,0.320,6.1,6.0,6.1
264,02/05/23 03:00:00,,0.347,6.8,0.417,6.5,6.6,0.224,6.0,0.365,6.0,7.3,6.0,0.176,0.083,6.0,6.5,7.5,6.5,7.0,0.335,7.0,0.051,7.5,0.365,5.8,0.145,6.0,6.6,6.5,5.8,0.153,0.243,5.2,5.2,5.2,5.0,4.3,0.148,3.6,0.052,5.5,0.223,0.081,5.8,4.0,5.8,7.3,0.380,5.5,7.7,0.168,0.266,0.320,6.1,6.0,6.1
265,02/05/23 03:05:00,,0.347,6.8,0.417,6.5,6.6,0.224,6.0,0.365,6.0,7.2,6.0,0.176,0.083,6.0,6.5,7.5,6.5,7.0,0.335,7.0,0.051,7.5,0.365,5.8,0.145,6.0,6.5,6.5,5.8,0.153,0.243,5.2,5.2,5.1,5.0,4.1,0.148,3.6,0.052,5.5,0.223,0.081,5.8,4.0,5.8,7.3,0.380,5.6,7.7,0.168,0.266,0.320,6.1,6.0,6.1
266,02/05/23 03:10:00,,0.347,6.8,0.417,6.5,6.6,0.224,6.0,0.365,6.0,7.2,6.0,0.176,0.083,6.0,6.6,7.5,6.5,7.0,0.335,7.0,0.051,7.5,0.367,5.8,0.145,6.0,6.5,6.5,5.8,0.153,0.243,5.2,5.2,5.1,5.0,4.3,0.148,3.7,0.052,5.5,0.223,0.081,5.8,4.0,5.8,7.3,0.380,5.5,7.6,0.168,0.266,0.320,6.1,6.0,6.1
267,02/05/23 03:15:00,,0.347,6.6,0.419,6.5,6.6,0.224,6.0,0.365,6.0,7.2,6.1,0.176,0.083,6.0,6.5,7.5,6.5,7.0,0.335,7.0,0.051,7.5,0.367,5.8,0.145,6.0,6.5,6.5,5.8,0.153,0.243,5.2,5.2,5.2,5.0,4.1,0.148,3.6,0.052,5.5,0.223,0.081,5.7,4.0,5.8,7.3,0.380,5.5,7.5,0.168,0.266,0.318,6.1,6.0,6.1
268,02/05/23 03:20:00,,0.347,6.8,0.417,6.5,6.6,0.224,6.1,0.365,6.0,7.1,6.0,0.176,0.083,6.0,6.5,7.5,6.5,7.0,0.335,7.0,0.051,7.5,0.367,6.0,0.145,6.0,6.3,6.5,5.8,0.153,0.243,5.2,5.2,5.1,5.0,4.3,0.148,3.7,0.052,5.5,0.223,0.081,5.7,4.0,5.8,7.2,0.380,5.5,7.5,0.168,0.266,0.320,6.1,6.0,6.1
269,02/05/23 03:25:00,,0.347,6.8,0.419,6.5,6.6,0.224,6.0,0.365,6.0,7.1,6.0,0.176,0.083,6.0,6.5,7.5,6.5,7.0,0.335,7.0,0.051,7.5,0.367,5.8,0.145,6.0,6.3,6.5,5.8,0.153,0.243,5.2,5.2,5.1,5.0,4.3,0.148,3.7,0.052,5.5,0.223,0.081,5.7,4.0,5.8,7.3,0.380,5.6,7.5,0.168,0.265,0.320,6.1,6.0,6.1
270,02/05/23 03:30:00,,0.347,6.8,0.417,6.5,6.6,0.224,6.1,0.365,6.1,7.1,6.1,0.176,0.083,6.0,6.5,7.0,6.5,7.0,0.335,7.0,0.051,7.5,0.367,5.8,0.145,6.0,6.3,6.5,5.8,0.153,0.243,5.2,5.2,5.1,5.0,4.3,0.148,3.7,0.052,5.5,0.223,0.081,5.7,4.0,5.8,7.2,0.380,5.5,7.3,0.168,0.266,0.318,6.1,6.0,6.1
271,02/05/23 03:35:00,,0.347,6.8,0.417,6.5,6.6,0.224,6.1,0.365,6.1,7.1,6.0,0.176,0.083,6.0,6.5,7.5,6.5,7.0,0.335,7.0,0.051,7.5,0.367,5.8,0.145,6.0,6.3,6.5,5.8,0.153,0.243,5.2,5.2,5.1,5.0,4.3,0.148,3.7,0.052,5.5,0.223,0.081,5.7,4.0,5.8,7.2,0.380,5.5,7.3,0.168,0.265,0.320,6.1,6.0,6.1
272,02/05/23 03:40:00,,0.347,6.8,0.419,6.5,6.6,0.224,6.1,0.365,6.1,7.0,6.0,0.176,0.083,6.0,6.5,7.0,6.5,7.0,0.335,7.0,0.051,7.5,0.367,5.8,0.145,6.0,6.3,6.5,5.8,0.153,0.243,5.2,5.2,5.1,5.0,4.3,0.148,3.7,0.052,5.5,0.223,0.081,5.7,4.0,5.8,7.2,0.380,5.5,7.3,0.168,0.265,0.320,6.2,6.0,6.1
273,02/05/23 03:45:00,,0.347,6.6,0.419,6.5,6.6,0.224,6.1,0.365,6.1,7.0,6.0,0.176,0.083,6.0,6.5,7.0,6.5,7.0,0.335,7.0,0.051,7.5,0.367,6.0,0.145,6.0,6.2,6.5,5.8,0.153,0.243,5.2,5.2,5.1,5.0,4.3,0.148,3.7,0.052,5.5,0.223,0.081,5.7,4.0,5.8,7.2,0.380,5.5,7.3,0.168,0.265,0.318,6.2,6.0,6.1
274,02/05/23 03:50:00,,0.347,6.8,0.417,6.5,6.6,0.224,6.1,0.367,6.1,7.0,6.0,0.176,0.083,6.0,6.5,7.0,6.5,7.0,0.335,7.0,0.051,7.5,0.367,5.8,0.145,6.0,6.2,6.5,5.8,0.153,0.243,5.2,5.2,5.1,5.0,4.3,0.148,3.7,0.052,5.5,0.223,0.081,5.7,4.0,5.8,7.2,0.380,5.5,7.3,0.168,0.265,0.318,6.2,6.0,6.1
275,02/05/23 03:55:00,,0.347,6.8,0.417,6.5,6.6,0.224,6.1,0.365,6.1,7.0,6.0,0.176,0.083,6.0,6.5,7.0,6.5,7.0,0.335,7.0,0.051,7.5,0.367,5.8,0.145,6.0,6.2,6.5,5.8,0.153,0.243,5.2,5.2,5.1,5.0,4.3,0.148,3.7,0.052,5.5,0.223,0.081,5.7,4.0,5.8,7.2,0.380,5.5,7.2,0.168,0.265,0.322,6.2,6.0,6.1
276,02/05/23 04:00:00,,0.347,6.8,0.419,6.5,6.6,0.224,6.1,0.367,6.1,7.0,6.1,0.176,0.083,6.0,6.5,7.0,6.5,7.0,0.335,7.0,0.051,7.5,0.367,5.8,0.145,6.0,6.2,6.5,5.8,0.153,0.245,5.2,5.2,5.1,5.0,4.3,0.148,3.7,0.052,5.5,0.223,0.081,5.6,4.0,5.8,7.2,0.380,5.5,7.2,0.168,0.265,0.322,6.2,6.0,6.1
